cmd_hash_dv2,cmd_hash_dv3,cmd_hash_dv5,cmd_hash_dv7,cmd_hash_dv11,cmd_hash_dv13,cmd_hash_dv17,cmd_hash_dv19,cmd_hash_dv23,cmd_hash_dv29,cmd_hash_dv31,cmd_hash_dv37,cmd_hash_dv41,cmd_hash_dv43,cmd_hash_dv47,command_line_entropy,command_line_len,suspicion_score
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.7354430211737197,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.075522198684163,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.300800058401137,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.160147115535341,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.2252748831219584,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.2401626537281802,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.62838051551728,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.846461568709395,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.1459524615196597,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.2327944584848547,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.0468007565498167,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.5510285783151394,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.048035066409327,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.37061577658007,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.9352300129154667,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.996962308465924,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.5999327173417437,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.1405046109142654,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.8369490988642623,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.9724685719885775,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.6673530020254734,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.45903330491808,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.996523661993181,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.9083914765678998,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.2797887796869927,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3685821356732664,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.7957920883963983,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.9626583890637894,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.8005251477030066,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.018213540043037,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.474837353648264,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.7281586236262667,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4249279063978664,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.006672398059715,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.6113493868832025,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4443016726240567,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.443664822904865,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.119312215393551,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.186471769307334,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.936903425223337,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.352141234963435,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.194691511337263,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.5842350373694836,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.595315831923548,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.6563056422010876,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.725968978474289,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.905433380663748,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.503364487492687,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.816624514712728,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.765105238380563,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.852027739685658,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.247297558599457,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.2255322855303685,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.436645894361964,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.696039625822287,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.9309040900102397,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.2827170777637944,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.7338750163762886,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.193523688228586,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.151793069478719,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3665771182257838,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.0806283000604813,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.6172916936284127,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3268443645884975,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.8038797358361585,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4504750344033015,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3223656569619333,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.799110167196836,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.1993113040553633,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.1029101229434,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.780764082691463,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4662831383928454,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3617579291087507,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.5079583444426685,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.6928602635011436,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3327627086055074,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.660395616166321,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.8711833573296763,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.71087124661303,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4822221331414314,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.9706242210428933,0
1,1,0,1,1,8,13,17,5,27,29,17,11,9,13,4.610896683361282,71.0,1
1,1,0,1,1,8,13,17,5,27,29,17,11,9,13,4.610896683361282,71.0,1
1,2,2,3,2,2,8,11,1,15,15,31,1,25,0,4.385642459813404,5458.0,2
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
0,2,3,1,9,7,4,5,11,21,15,20,19,28,20,4.47936625035308,55.0,1
0,2,3,1,9,7,4,5,11,21,15,20,19,28,20,4.47936625035308,55.0,1
1,2,2,0,7,4,15,2,18,13,3,1,34,7,28,4.444830093484674,57.0,1
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
0,1,3,2,3,7,10,11,6,13,19,17,8,0,35,4.527681138773587,47.0,1
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
0,1,3,2,3,7,10,11,6,13,19,17,8,0,35,4.527681138773587,47.0,1
1,2,2,3,2,2,8,11,1,15,15,31,1,25,0,4.385642459813404,5458.0,2
1,1,0,1,1,8,13,17,5,27,29,17,11,9,13,4.610896683361282,71.0,1
0,1,3,2,3,7,10,11,6,13,19,17,8,0,35,4.527681138773587,47.0,1
0,2,3,1,9,7,4,5,11,21,15,20,19,28,20,4.47936625035308,55.0,1
0,1,4,4,0,9,9,10,18,18,24,4,4,41,38,4.334325129753201,65.0,2
1,2,4,0,5,4,13,9,2,1,16,8,29,3,19,4.40922753537278,67.0,2
1,1,2,5,5,12,10,15,12,1,19,10,28,28,33,4.413909765557392,32.0,0
1,1,2,6,7,10,14,17,6,14,29,19,26,0,32,5.056963933143459,237.0,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.0792557472769415,0
